AR,taper,sweep,root_chord,vlm_xnp,ab_xnp,span,MAC
1.9999999999999998,0.1,67.5,10.0,6.102371302741452,4.892225803689153,10.999999999999998,6.727272727272727
1.9999999999999998,0.1,75.0,10.0,9.173590803780392,7.5373835720633435,10.999999999999998,6.727272727272727
4.0,0.1,-75.0,10.0,-13.840980563473781,-15.00980865694544,22.0,6.727272727272727
4.0,0.1,-67.5,10.0,-9.219102122244355,-9.731946933293273,22.0,6.727272727272727
4.0,0.1,-60.0,10.0,-6.882691714879812,-6.995321301142634,22.0,6.727272727272727
4.0,0.1,-52.5,10.0,-5.401066837886158,-5.271478226284181,22.0,6.727272727272727
4.0,0.1,-45.0,10.0,-4.317009899246031,-4.049833266173301,22.0,6.727272727272727
4.0,0.1,-37.5,10.0,-3.4440544461633835,-3.1103730468843223,22.0,6.727272727272727
4.0,0.1,-30.0,10.0,-2.6926788951119343,-2.341759098791451,22.0,6.727272727272727
4.0,0.1,-22.5,10.0,-2.0138320059467505,-1.6805996051181549,22.0,6.727272727272727
4.0,0.1,-15.0,10.0,-1.3767141122545241,-1.0870253095206337,22.0,6.727272727272727
4.0,0.1,-7.5,10.0,-0.7591220302442799,-0.5333997462184902,22.0,6.727272727272727
4.0,0.1,0.0,10.0,-0.1425742118755044,0.0015996326146621859,22.0,6.727272727272727
4.0,0.1,7.5,10.0,0.4906456714266787,0.5363573758655432,22.0,6.727272727272727
4.0,0.1,15.0,10.0,1.1597909859945115,1.0895719314760555,22.0,6.727272727272727
4.0,0.1,22.5,10.0,1.8881770432874423,1.6826904033975345,22.0,6.727272727272727
4.0,0.1,30.0,10.0,2.7067315685070303,2.3433733515301496,22.0,6.727272727272727
4.0,0.1,37.5,10.0,3.659943253288575,3.1114859492173137,22.0,6.727272727272727
4.0,0.1,45.0,10.0,4.81752271884321,4.050409560691087,22.0,6.727272727272727
4.0,0.1,52.5,10.0,6.300086003763323,5.271472228166185,22.0,6.727272727272727
4.0,0.1,60.0,10.0,8.34398839670742,6.994678845494082,22.0,6.727272727272727
4.0,0.1,67.5,10.0,11.498213890295322,9.730608189970926,22.0,6.727272727272727
4.0,0.1,75.0,10.0,17.394810115468427,15.007711772292126,22.0,6.727272727272727
8.000000000000002,0.1,-75.0,10.0,-27.831420525189976,-29.94119824015132,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-67.5,10.0,-18.074039247174046,-19.39614139843592,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-60.0,10.0,-13.166891353876338,-13.933112006035959,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-52.5,10.0,-10.12153726389014,-10.495011493424716,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-45.0,10.0,-7.955320616077517,-8.0605876606418,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-37.5,10.0,-6.2571841378910715,-6.189813955749756,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-30.0,10.0,-4.824916232572287,-4.660072970126474,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-22.5,10.0,-3.547348801276532,-3.344679634993624,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-15.0,10.0,-2.356600776301898,-2.164017719864657,44.000000000000014,6.727272727272727
8.000000000000002,0.1,-7.5,10.0,-1.205613509581751,-1.0629497030229451,44.000000000000014,6.727272727272727
8.000000000000002,0.1,0.0,10.0,-0.057031373009723156,0.001027798838962174,44.000000000000014,6.727272727272727
8.000000000000002,0.1,7.5,10.0,1.1234632129954591,1.0644731444149695,44.000000000000014,6.727272727272727
8.000000000000002,0.1,15.0,10.0,2.3723343932747976,2.1646196860986917,44.000000000000014,6.727272727272727
8.000000000000002,0.1,22.5,10.0,3.7335114829057896,3.344310981264247,44.000000000000014,6.727272727272727
8.000000000000002,0.1,30.0,10.0,5.265154129461086,4.658765921875618,44.000000000000014,6.727272727272727
8.000000000000002,0.1,37.5,10.0,7.052327064558088,6.187609590326007,44.000000000000014,6.727272727272727
8.000000000000002,0.1,45.0,10.0,9.230332171126722,8.057520458531599,44.000000000000014,6.727272727272727
8.000000000000002,0.1,52.5,10.0,12.03352756990015,10.491110425837487,44.000000000000014,6.727272727272727
8.000000000000002,0.1,60.0,10.0,15.926703205352945,13.928405650947113,44.000000000000014,6.727272727272727
8.000000000000002,0.1,67.5,10.0,21.975331291987917,19.390663399693143,44.000000000000014,6.727272727272727
8.000000000000002,0.1,75.0,10.0,33.34191940676002,29.93499210385662,44.000000000000014,6.727272727272727
15.999999999999993,0.1,-75.0,10.0,-56.741979679476884,-59.795698201751975,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-67.5,10.0,-36.52838294324005,-38.71350471434103,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-60.0,10.0,-26.30024690344864,-27.795951751334993,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-52.5,10.0,-19.969055729334976,-20.928617454998,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-45.0,10.0,-15.523028838259908,-16.068821557686658,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-37.5,10.0,-12.089876737744433,-12.336383605083332,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-30.0,10.0,-9.248126162877256,-9.285985893246052,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-22.5,10.0,-6.746790575892739,-6.664213628824531,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-15.0,10.0,-4.439234930714957,-4.311820543340102,87.99999999999997,6.727272727272727
15.999999999999993,0.1,-7.5,10.0,-2.2239663785490937,-2.1185407986425426,87.99999999999997,6.727272727272727
15.999999999999993,0.1,0.0,10.0,-0.02140307965552829,0.0006080384986697357,87.99999999999997,6.727272727272727
15.999999999999993,0.1,7.5,10.0,2.2383827852423877,2.1186341519572016,87.99999999999997,6.727272727272727
15.999999999999993,0.1,15.0,10.0,4.627747447226112,4.309938929080656,87.99999999999997,6.727272727272727
15.999999999999993,0.1,22.5,10.0,7.2313594680380815,6.660299086519137,87.99999999999997,6.727272727272727
15.999999999999993,0.1,30.0,10.0,10.161832731162052,9.280180832813336,87.99999999999997,6.727272727272727
15.999999999999993,0.1,37.5,10.0,13.583260670324108,12.328861319174555,87.99999999999997,6.727272727272727
15.999999999999993,0.1,45.0,10.0,17.750112408375188,16.059747655266296,87.99999999999997,6.727272727272727
15.999999999999993,0.1,52.5,10.0,23.131151189310923,20.918149145734464,87.99999999999997,6.727272727272727
15.999999999999993,0.1,60.0,10.0,30.62178246935263,27.78424590027054,87.99999999999997,6.727272727272727
15.999999999999993,0.1,67.5,10.0,42.288467396466054,38.70072600028005,87.99999999999997,6.727272727272727
15.999999999999993,0.1,75.0,10.0,64.34075251393132,59.782025079974375,87.99999999999997,6.727272727272727
31.99999999999999,0.1,-75.0,10.0,-115.63678058449476,-119.50029934380947,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-67.5,10.0,-74.32802762779366,-77.34218298207774,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-60.0,10.0,-53.26529362004499,-55.51441441263305,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-52.5,10.0,-40.1976358728884,-41.78796452654988,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-45.0,10.0,-31.0382591162527,-32.07730127746749,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-37.5,10.0,-24.02235014162234,-24.621910377935215,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-30.0,10.0,-18.25862009121788,-18.53102276245627,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-22.5,10.0,-13.245962745130447,-13.297694485415976,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-15.0,10.0,-8.669238156434977,-8.603335916274123,175.99999999999994,6.727272727272727
31.99999999999999,0.1,-7.5,10.0,-4.311047020068302,-4.227332271362776,175.99999999999994,6.727272727272727
31.99999999999999,0.1,0.0,10.0,-0.007674393454926778,0.00035461599046689163,175.99999999999994,6.727272727272727
31.99999999999999,0.1,7.5,10.0,4.386247827627153,4.225728455877247,175.99999999999994,6.727272727272727
31.99999999999999,0.1,15.0,10.0,9.015354170518297,8.597617174159957,175.99999999999994,6.727272727272727
31.99999999999999,0.1,22.5,10.0,14.048549388530796,13.287774747147543,175.99999999999994,6.727272727272727
31.99999999999999,0.1,30.0,10.0,19.701536656662544,18.51725755808245,175.99999999999994,6.727272727272727
31.99999999999999,0.1,37.5,10.0,26.30336932152195,24.604729172791114,175.99999999999994,6.727272727272727
31.99999999999999,0.1,45.0,10.0,34.34033681438158,32.05712059821727,175.99999999999994,6.727272727272727
31.99999999999999,0.1,52.5,10.0,44.73958948783252,41.7651824773943,175.99999999999994,6.727272727272727
31.99999999999999,0.1,60.0,10.0,59.23637791160181,55.48942401267816,175.99999999999994,6.727272727272727
31.99999999999999,0.1,67.5,10.0,81.94731010896582,77.3153856780674,175.99999999999994,6.727272727272727
31.99999999999999,0.1,75.0,10.0,125.12640595740739,119.47211388284488,175.99999999999994,6.727272727272727
64.0,0.1,-75.0,10.0,-234.3173073458496,-238.90723665787635,352.0,6.727272727272727
64.0,0.1,-67.5,10.0,-150.8733500183449,-154.59637839416754,352.0,6.727272727272727
64.0,0.1,-60.0,10.0,-108.01450341866747,-110.94751220350051,352.0,6.727272727272727
64.0,0.1,-52.5,10.0,-81.30750450042825,-83.502428086988,352.0,6.727272727272727
64.0,0.1,-45.0,10.0,-62.55261383387774,-64.0899061889051,352.0,6.727272727272727
64.0,0.1,-37.5,10.0,-48.20906984686508,-49.18876267143488,352.0,6.727272727272727
64.0,0.1,-30.0,10.0,-36.49034200618083,-37.017307449783665,352.0,6.727272727272727
64.0,0.1,-22.5,10.0,-26.360125897216456,-26.56150553700315,352.0,6.727272727272727
64.0,0.1,-15.0,10.0,-17.17960365633175,-17.184035893510867,352.0,6.727272727272727
64.0,0.1,-7.5,10.0,-8.50725593123038,-8.443532030387392,352.0,6.727272727272727
64.0,0.1,0.0,10.0,-0.002659820671909313,0.00021563029952555157,352.0,6.727272727272727
64.0,0.1,7.5,10.0,8.628315043326849,8.439263173880958,352.0,6.727272727272727
64.0,0.1,15.0,10.0,17.678923355879416,17.171349176178566,352.0,6.727272727272727
64.0,0.1,22.5,10.0,27.4834781644359,26.540249348839154,352.0,6.727272727272727
64.0,0.1,30.0,10.0,38.47874529511274,36.9882564721268,352.0,6.727272727272727
64.0,0.1,37.5,10.0,51.29549754439115,49.152851855288304,352.0,6.727272727272727
64.0,0.1,45.0,10.0,66.93884117150178,64.04804639671016,352.0,6.727272727272727
64.0,0.1,52.5,10.0,87.17409201978028,83.45549067579896,352.0,6.727272727272727
64.0,0.1,60.0,10.0,115.50575861779764,110.89635280072969,352.0,6.727272727272727
64.0,0.1,67.5,10.0,160.12282165689422,154.54186122073205,352.0,6.727272727272727
64.0,0.1,75.0,10.0,245.50068926054473,238.85024955203906,352.0,6.727272727272727
0.25,0.12742749857031338,-75.0,10.0,-2.287069615904166,-0.9969566551254704,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-67.5,10.0,-1.9193447540523583,-0.6444705017338271,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-60.0,10.0,-1.6604322296452108,-0.4617629355144779,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-52.5,10.0,-1.4842498964228286,-0.346843686074689,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-45.0,10.0,-1.3567800773496153,-0.26556093293887095,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-37.5,10.0,-1.2578238856889556,-0.20318095329265984,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-30.0,10.0,-1.176141852179282,-0.15224337993427148,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-22.5,10.0,-1.105255056290542,-0.10849999622564607,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-15.0,10.0,-1.0411004591337332,-0.06927959603785881,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,-7.5,10.0,-0.9808559015575471,-0.03273151650598023,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,0.0,10.0,-0.9223222929515287,0.0025712351308620762,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,7.5,10.0,-0.8635516661787686,0.03786927023325434,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,15.0,10.0,-0.8025659319725107,0.07441284124403238,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,22.5,10.0,-0.7370687641933057,0.11362834652299184,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,30.0,10.0,-0.6640494110537899,0.1573657000355335,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,37.5,10.0,-0.5791057145999294,0.2082951031217107,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,45.0,10.0,-0.47509447596334964,0.2706631305572711,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,52.5,10.0,-0.33908540101548534,0.35192697004207374,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,60.0,10.0,-0.14476863468457837,0.46681316113032567,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,67.5,10.0,0.16788582263886695,0.6494540268586609,1.4092843732128917,6.7626832910171055
0.25,0.12742749857031338,75.0,10.0,0.7705653201556032,1.0017708726372456,1.4092843732128917,6.7626832910171055
0.5,0.12742749857031338,-75.0,10.0,-2.892116700136214,-1.9906785980914523,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-67.5,10.0,-2.3496861181370337,-1.2894143541423204,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-60.0,10.0,-2.0132583171085807,-0.9251685170124678,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-52.5,10.0,-1.7577099807268193,-0.6957914130829055,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-45.0,10.0,-1.5529112033423247,-0.5334392099229335,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-37.5,10.0,-1.3840734686225187,-0.40879016257493406,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-30.0,10.0,-1.2401242685027296,-0.3069784586935921,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-22.5,10.0,-1.1129159658878731,-0.2195313365492038,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-15.0,10.0,-0.9964635342850928,-0.14111780784986977,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,-7.5,10.0,-0.8861780916479178,-0.06804272718635579,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,0.0,10.0,-0.7782467848253091,0.002544015262312002,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,7.5,10.0,-0.6691315107170294,0.07311854680540655,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,15.0,10.0,-0.5551034085706873,0.1461785042757176,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,22.5,10.0,-0.4317021015650968,0.22457400517103396,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,30.0,10.0,-0.29295438344858854,0.31199831726561544,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,37.5,10.0,-0.13005233886283615,0.4137791728704583,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,45.0,10.0,0.0711508715079131,0.5383837764139239,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,52.5,10.0,0.3354795585159309,0.7006674708117858,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,60.0,10.0,0.7119822198717504,0.9299299098245647,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,67.5,10.0,1.3152500013263757,1.2939619343109694,2.8185687464257834,6.7626832910171055
0.5,0.12742749857031338,75.0,10.0,2.478474222789467,1.9947657721043845,2.8185687464257834,6.7626832910171055
1.0,0.12742749857031338,-75.0,10.0,-4.307395983604485,-3.9625348535683256,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-67.5,10.0,-3.2301479357991436,-2.5709820846114604,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-60.0,10.0,-2.6287113010703256,-1.8473805551457034,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-52.5,10.0,-2.2085928910339385,-1.3910039681547928,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-45.0,10.0,-1.8798336539485816,-1.0675577196359687,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-37.5,10.0,-1.6048782677520872,-0.8189784701769334,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-30.0,10.0,-1.3644372739466428,-0.615796180605878,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-22.5,10.0,-1.1467060406739984,-0.4411929342024098,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-15.0,10.0,-0.9432941939168682,-0.28457412983291586,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,-7.5,10.0,-0.74748937749867,-0.13858844096783843,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,0.0,10.0,-0.5533222907603541,0.0024387953308110943,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,7.5,10.0,-0.3548729314407594,0.14343225164484916,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,15.0,10.0,-0.1455766119673369,0.28936735551661197,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,22.5,10.0,0.08266395548615882,0.4459239693611424,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,30.0,10.0,0.3408322505196171,0.6204496640356639,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,37.5,10.0,0.645142763113993,0.8235307169019621,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,45.0,10.0,1.021525569489041,1.0719714628566528,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,52.5,10.0,1.5149700139674853,1.395219323381295,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,60.0,10.0,2.2104587644836817,1.8512980238924737,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,67.5,10.0,3.2782536063255625,2.5744300178386252,5.637137492851567,6.7626832910171055
1.0,0.12742749857031338,75.0,10.0,5.081249280184572,3.965208717076965,5.637137492851567,6.7626832910171055
1.9999999999999998,0.12742749857031338,-75.0,10.0,-7.47341109900098,-7.8811341158051755,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-67.5,10.0,-5.212925912095278,-5.114220766912752,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-60.0,10.0,-4.035113094309319,-3.6773453416331643,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-52.5,10.0,-3.255499713143047,-2.7711943420641054,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-45.0,10.0,-2.6642650710718114,-2.1286016680280038,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-37.5,10.0,-2.1773003922151473,-1.6343251308014166,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-30.0,10.0,-1.7535093421008765,-1.2299647138908172,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-22.5,10.0,-1.3691433669567985,-0.8822176767005427,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-15.0,10.0,-1.008334452998929,-0.5701066680071029,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,-7.5,10.0,-0.6589852486140989,-0.27907133361947084,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,0.0,10.0,-0.3106170018427379,0.00213313234609816,11.274274985703132,6.7626832910171055
1.9999999999999998,0.12742749857031338,7.5,10.0,0.04706094504976249,0.28324692363662274,11.274274985703132,6.7626832910171055
