0.17384 -0.03533	   
0.18303 -0.03588	   
0.19240 -0.03638	   
0.20196 -0.03686	   
0.21168 -0.03731	   
0.22158 -0.03774	   
0.23164 -0.03812	   
0.24185 -0.03848	   
0.25221 -0.03880	   
0.26272 -0.03910	   
0.27336 -0.03936	   
0.28414 -0.03958	   
0.29505 -0.03978	   
0.30607 -0.03994	   
0.31721 -0.04007	   
0.32845 -0.04016	   
0.33979 -0.04023	   
0.35123 -0.04027	   
0.36275 -0.04027	   
0.37436 -0.04023	   
0.38603 -0.04017	   
0.39777 -0.04007	   
0.40957 -0.03993	   
0.42143 -0.03976	   
0.43333 -0.03956	   
0.44527 -0.03933	   
0.45724 -0.03906	   
0.46924 -0.03876	   
0.48125 -0.03842	   
0.49328 -0.03805	   
0.50532 -0.03764	   
0.51737 -0.03720	   
0.52940 -0.03673	   
0.54144 -0.03622	   
0.55345 -0.03569	   
0.56544 -0.03514	   
0.57740 -0.03455	   
0.58932 -0.03394	   
0.60119 -0.03331	   
0.61302 -0.03265	   
0.62478 -0.03197	   
0.63647 -0.03127	   
0.64810 -0.03055	   
0.65965 -0.02983	   
0.67111 -0.02907	   
0.68248 -0.02830	   
0.69375 -0.02753	   
0.70491 -0.02674	   
0.71594 -0.02594	   
0.72685 -0.02512	   
0.73764 -0.02429	   
0.74828 -0.02346	   
0.75878 -0.02261	   
0.76913 -0.02174	   
0.77934 -0.02087	   
0.78937 -0.01999	   
0.79924 -0.01910	   
0.80893 -0.01820	   
0.81846 -0.01729	   
0.82780 -0.01637	   
0.83695 -0.01546	   
0.84592 -0.01451	   
0.85471 -0.01356	   
0.86330 -0.01262	   
0.87170 -0.01168	   
0.87991 -0.01073	   
0.88793 -0.00982	   
0.89574 -0.00893	   
0.90334 -0.00808	   
0.91071 -0.00726	   
0.91786 -0.00648	   
0.92474 -0.00575	   
0.93138 -0.00506	   
0.93776 -0.00442	   
0.94388 -0.00383	   
0.94972 -0.00329	   
0.95526 -0.00280	   
0.96052 -0.00235	   
0.96548 -0.00195	   
0.97012 -0.00160	   
0.97444 -0.00129	   
0.97845 -0.00102	   
0.98214 -0.00079	   
0.98548 -0.00060	   
0.98849 -0.00044	   
0.99116 -0.00031	   
0.99349 -0.00022	   
0.99546 -0.00014	   
0.99707 -0.00008	   
0.99834 -0.00003	   
0.99926 -0.00000	   
0.99982 -0.00000	   
1.00000 0.00000	   
   
http://www.mh-aerotools.de/airfoils/mh50koo.htm	   	   
Characteristics	   
Thickness: 7.98%	   
Camber: 0.0%	   
The ideal Reynolds number is about 1'600'000.	   
Ideal chord length about c[m] = 82 / v[km/h].
