0.27348 0.04411	   
0.26292 0.04384	   
0.25250 0.04355	   
0.24220 0.04321	   
0.23205 0.04285	   
0.22205 0.04245	   
0.21219 0.04200	   
0.20250 0.04154	   
0.19297 0.04103	   
0.18362 0.04048	   
0.17444 0.03990	   
0.16544 0.03928	   
0.15663 0.03864	   
0.14803 0.03795	   
0.13962 0.03723	   
0.13141 0.03648	   
0.12341 0.03571	   
0.11562 0.03489	   
0.10806 0.03403	   
0.10072 0.03315	   
0.09360 0.03224	   
0.08672 0.03128	   
0.08008 0.03030	   
0.07367 0.02930	   
0.06751 0.02826	   
0.06160 0.02718	   
0.05593 0.02608	   
0.05052 0.02494	   
0.04537 0.02377	   
0.04047 0.02258	   
0.03584 0.02135	   
0.03146 0.02010	   
0.02735 0.01884	   
0.02350 0.01756	   
0.01992 0.01625	   
0.01662 0.01496	   
0.01360 0.01364	   
0.01088 0.01233	   
0.00846 0.01102	   
0.00636 0.00972	   
0.00456 0.00840	   
0.00307 0.00705	   
0.00188 0.00569	   
0.00099 0.00429	   
0.00039 0.00285	   
0.00006 0.00143	   
0.00000 0.00000	   
0.00019 -0.00144	   
0.00064 -0.00283	   
0.00135 -0.00421	   
0.00234 -0.00553	   
0.00360 -0.00683	   
0.00514 -0.00811	   
0.00698 -0.00937	   
0.00911 -0.01063	   
0.01152 -0.01189	   
0.01420 -0.01313	   
0.01715 -0.01439	   
0.02036 -0.01564	   
0.02384 -0.01689	   
0.02757 -0.01814	   
0.03157 -0.01937	   
0.03582 -0.02059	   
0.04033 -0.02178	   
0.04510 -0.02295	   
0.05012 -0.02411	   
0.05539 -0.02523	   
0.06092 -0.02634	   
0.06670 -0.02740	   
0.07273 -0.02845	   
0.07902 -0.02946	   
0.08555 -0.03046	   
0.09231 -0.03142	   
0.09932 -0.03235	   
0.10656 -0.03326	   
0.11404 -0.03414	   
0.12174 -0.03497	   
0.12966 -0.03578	   
0.13781 -0.03656	   
0.14618 -0.03730	   
0.15475 -0.03802	   
0.16355 -0.03871	   
0.17253 -0.03936	   
0.18172 -0.03997	   
0.19109 -0.04057	   
0.20065 -0.04111	   
0.21040 -0.04162	   
0.22032 -0.04210	   
0.23042 -0.04255	   
0.24068 -0.04297	   
0.25110 -0.04334	   
0.26169 -0.04368	   
0.27242 -0.04397	   
0.28329 -0.04424	   
0.29430 -0.04448	   
0.30545 -0.04467	   
0.31672 -0.04482	   
0.32810 -0.04493	   
0.33961 -0.04502	   
0.35122 -0.04505	   
0.36292 -0.04506	   
0.37472 -0.04503	   
0.38660 -0.04496	   
0.39857 -0.04484	   
0.41060 -0.04469	   
0.42270 -0.04450	   
0.43485 -0.04428	   
0.44706 -0.04401	   
0.45930 -0.04370	   
0.47157 -0.04336	   
0.48388 -0.04295	   
0.49621 -0.04252	   
0.50854 -0.04205	   
0.52088 -0.04154	   
0.53322 -0.04098	   
0.54554 -0.04041	   
0.55784 -0.03979	   
0.57012 -0.03915	   
0.58236 -0.03846	   
0.59454 -0.03776	   
0.60668 -0.03702	   
0.61877 -0.03625	   
0.63079 -0.03547	   
0.64273 -0.03466	   
0.65459 -0.03382	   
0.66635 -0.03298	   
0.67802 -0.03211	   
0.68959 -0.03123	   
0.70104 -0.03034	   
0.71236 -0.02943	   
0.72356 -0.02849	   
0.73463 -0.02755	   
0.74555 -0.02661	   
0.75631 -0.02564	   
0.76692 -0.02465	   
0.77737 -0.02366	   
0.78765 -0.02265	   
0.79774 -0.02164	   
0.80764 -0.02061	   
0.81734 -0.01958	   
0.82684 -0.01855	   
0.83613 -0.01749	   
0.84521 -0.01644	   
0.85408 -0.01537	   
0.86275 -0.01429	   
0.87120 -0.01323	   
0.87944 -0.01217	   
0.88748 -0.01114	   
0.89530 -0.01014	   
0.90291 -0.00917	   
0.91030 -0.00825	   
0.91745 -0.00738	   
0.92435 -0.00655	   
0.93101 -0.00579	   
0.93741 -0.00505	   
0.94355 -0.00438	   
0.94941 -0.00378	   
0.95499 -0.00321	   
0.96028 -0.00271	   
0.96526 -0.00225	   
0.96993 -0.00185	   
0.97429 -0.00149	   
0.97833 -0.00119	   
0.98204 -0.00093	   
0.98541 -0.00071	   
0.98844 -0.00052	   
0.99113 -0.00037	   
0.99347 -0.00026	   
0.99545 -0.00017	   
0.99708 -0.00010	   
0.99835 -0.00005	   
0.99927 -0.00001	   
0.99982 -0.00000	   
1.00000 0.00000	
  
http://www.mh-aerotools.de/airfoils/mh52koo.htm	   
Characteristics	   
Thickness: 9.00%	   
Camber: -0.1%	   
The ideal Reynoldsnumber is about 1'500'000.	   
Ideal chord length about c[m] = 77 / v[km/h].	   
Thicker than MH 51, only slightly more drag.	 
