0.26021 0.04392	   
0.24980 0.04375	   
0.23955 0.04354	   
0.22945 0.04330	   
0.21951 0.04301	   
0.20974 0.04269	   
0.20015 0.04232	   
0.19073 0.04192	   
0.18150 0.04149	   
0.17246 0.04102	   
0.16361 0.04051	   
0.15497 0.03996	   
0.14653 0.03936	   
0.13829 0.03874	   
0.13028 0.03808	   
0.12249 0.03737	   
0.11491 0.03663	   
0.10757 0.03584	   
0.10046 0.03502	   
0.09358 0.03414	   
0.08694 0.03321	   
0.08053 0.03225	   
0.07436 0.03124	   
0.06844 0.03018	   
0.06275 0.02907	   
0.05729 0.02792	   
0.05207 0.02673	   
0.04709 0.02550	   
0.04233 0.02424	   
0.03781 0.02295	   
0.03353 0.02163	   
0.02950 0.02029	   
0.02570 0.01892	   
0.02214 0.01756	   
0.01884 0.01618	   
0.01579 0.01480	   
0.01299 0.01342	   
0.01044 0.01204	   
0.00816 0.01067	   
0.00614 0.00930	   
0.00439 0.00795	   
0.00291 0.00662	   
0.00174 0.00532	   
0.00087 0.00401	   
0.00031 0.00269	   
0.00002 0.00135	   
0.00000 0.00000	   
0.00024 -0.00135	   
0.00074 -0.00268	   
0.00150 -0.00399	   
0.00254 -0.00527	   
0.00386 -0.00652	   
0.00547 -0.00774	   
0.00738 -0.00894	   
0.00959 -0.01013	   
0.01208 -0.01132	   
0.01484 -0.01250	   
0.01789 -0.01366	   
0.02120 -0.01481	   
0.02478 -0.01595	   
0.02863 -0.01706	   
0.03274 -0.01814	   
0.03711 -0.01921	   
0.04174 -0.02024	   
0.04663 -0.02125	   
0.05178 -0.02222	   
0.05718 -0.02316	   
0.06284 -0.02407	   
0.06875 -0.02494	   
0.07492 -0.02577	   
0.08134 -0.02657	   
0.08800 -0.02734	   
0.09491 -0.02807	   
0.10205 -0.02877	   
0.10944 -0.02944	   
0.11705 -0.03008	   
0.12489 -0.03068	   
0.13295 -0.03125	   
0.14123 -0.03178	   
0.14972 -0.03227	   
0.15842 -0.03274	   
0.16733 -0.03317	   
0.17643 -0.03357	   
0.18573 -0.03394	   
0.19522 -0.03427	   
0.20489 -0.03457	   
0.21475 -0.03482	   
0.22477 -0.03506	   
0.23496 -0.03525	   
0.24532 -0.03542	   
0.25583 -0.03555	   
0.26649 -0.03564	   
0.27729 -0.03571	   
0.28823 -0.03575	   
0.29931 -0.03575	   
0.31051 -0.03573	   
0.32183 -0.03568	   
0.33326 -0.03558	   
0.34481 -0.03547	   
0.35644 -0.03533	   
0.36817 -0.03517	   
0.37999 -0.03497	   
0.39189 -0.03474	   
0.40386 -0.03450	   
0.41589 -0.03423	   
0.42798 -0.03393	   
0.44012 -0.03362	   
0.45230 -0.03328	   
0.46452 -0.03292	   
0.47676 -0.03254	   
0.48903 -0.03214	   
0.50131 -0.03171	   
0.51359 -0.03128	   
0.52587 -0.03082	   
0.53814 -0.03036	   
0.55039 -0.02987	   
0.56261 -0.02936	   
0.57481 -0.02885	   
0.58696 -0.02832	   
0.59906 -0.02778	   
0.61111 -0.02723	   
0.62310 -0.02665	   
0.63501 -0.02608	   
0.64685 -0.02550	   
0.65860 -0.02491	   
0.67025 -0.02430	   
0.68180 -0.02368	   
0.69325 -0.02307	   
0.70458 -0.02244	   
0.71578 -0.02181	   
0.72686 -0.02117	   
0.73780 -0.02052	   
0.74859 -0.01987	   
0.75924 -0.01922	   
0.76972 -0.01856	   
0.78004 -0.01790	   
0.79019 -0.01724	   
0.80015 -0.01657	   
0.80993 -0.01591	   
0.81950 -0.01524	   
0.82886 -0.01456	   
0.83802 -0.01387	   
0.84697 -0.01316	   
0.85571 -0.01242	   
0.86424 -0.01168	   
0.87257 -0.01092	   
0.88070 -0.01015	   
0.88862 -0.00938	   
0.89632 -0.00861	   
0.90382 -0.00786	   
0.91110 -0.00712	   
0.91816 -0.00640	   
0.92497 -0.00572	   
0.93155 -0.00506	   
0.93788 -0.00445	   
0.94394 -0.00388	   
0.94974 -0.00334	   
0.95526 -0.00285	   
0.96050 -0.00241	   
0.96544 -0.00201	   
0.97008 -0.00165	   
0.97441 -0.00133	   
0.97842 -0.00105	   
0.98210 -0.00082	   
0.98546 -0.00063	   
0.98848 -0.00046	   
0.99115 -0.00033	   
0.99348 -0.00023	   
0.99546 -0.00015	   
0.99708 -0.00009	   
0.99835 -0.00005	   
0.99926 -0.00002	   
0.99981 -0.00001	   
1.00000 0.00000	   
   	   
http://www.mh-aerotools.de/airfoils/mh51koo.htm	      
Characteristics	   
Thickness: 8.00%	   
Camber: 0.3%	   
The ideal Reynoldsnumber is about 1'300'000.	   
Ideal chord length about c[m] = 67 / v[km/h].	   
more maximum lift than MH 50.	   
